Number,respuesta,sentimiento,tipo,avg_sentimiento
3,"rimero el pueblo Pues es básicamente lo que pienso yo. Que se ayude a la gente que se le apoye porque yo creo que hay demasiado dinero en el gobierno. Estoy de acuerdo con esa frase. pues Que tengan más empatía por la sociedad trabajadora. Porque habemos muchos que tenemos pues pues gracias a Dios verdad. pues una situación cómoda no cómoda, pero yo siento que No se considera muy bien en la actualidad a la a los que menos tienen en su educación en los suelos y sobre todo en la igualdad de puestos con las mujeres ese eslogan dice. Creo yo que están están pensando en mejorar empleos en quiero pensar yo quisiera en mejorar la movilidad para ellos. En en mandarles buenas campañas de atención en su salud y en lo emocional. quiero pensar que eso se refieren de primero los los Quiero pensar que ese es el objetivo de verlos. Bueno para mí el pueblo Es la gente de trabajo la gente que día a día llega a sus a sus trabajos Ya sea secretaria obreros directivos estudiantes. Es tanto. Pues la gente que que vive de un ingreso semanal quincenal o mensual, no? ellos en general y A su vez hay otra área que es la gente. Mayor gente que necesita ser cuidada que necesita mejores accesos para llegar a sus consultas. Gente que depende ya de nosotros de nosotros, o sea, ya sea o nuestros papás nuestros abuelitos. gente que necesita que necesita apoyo compañía Ingreso Y los que más tienen los de arriba Yo creo que es la gente.",-0.059856944,real,-0.130239129
3,"Yo creo que también está correcto, sí, a todos nos engloba en el pueblo realmente. A todos y que deje a los de arriba a la política. Yo estaría de acuerdo en ese eslogan. A mí me gustaría que el pueblo fuéramos todos los mexicanos todos todos y que los de arriba Pues que sean los políticos, verdad los que están tomando las decisiones y que realmente vean por nosotros en general clase alta media baja a todos todos todos. Lo que a mí me gustaría pensar tal vez ella los de arriba dice la gente de la clase alta los empresarios no estoy segura, pero siguiendo su su política morenista creo que es mucho el el empresario el rico clase alta, que son los de arriba y el pueblo Pues que son la gente de clase baja y y que así se identifica como su partido.",-0.038260281,real,-0.130239129
3,"socialismo, fatal Fatal en lugar de apoyarme a mí a que yo genere más empleos. Me van a hacer trizas. Pues claro que no me dice algo muy socialismo terrible, porque a todos tanto al empresario como el que trabaja le cuesta ganar dinero. el dar no sé o sea el dar las cosas de gratis A los que en realidad no lo necesitan. Como verdad a un adulto mayor que ya no puede trabajar, tienes que arroparlo, pero a un joven a un Nini tienes que meterse a trabajar y enseñarlo a trabajar a que se gane cada día.",-0.327124715,real,-0.130239129
3,"Creo que no, porque es es se escucha muy romántico. Pero si no ayudas primero a la gallina no va a tener huevos. Si me explico este dónde van a salir los huevos y si no cuidas a la gallina. Le das de comer la la cuidas no va, no va a producir nada, entonces Este sí está muy romántico. El lema, este Sí qué padre Sí este hay que ayudar este a mí me encanta ayudar a mi esposa le encanta ayudar y sacamos de nuestra bolsa para ayudar y todo, pero pero si no tuviéramos Cómo ayudamos y me entiendes Entonces no primero no los pobres primero la gente que produce que se esfuerza. Para que pueda tener dinero y pueda repartir eso, eso es lo que opino. El de arriba es el que produce el dinero. Este y los que generan el dinero, los que generan fuentes de ingreso, los que pagan impuestos este y el pueblo básicamente es el populo el el el el la la gente que está de alguna manera este. Recibiendo el beneficio de de estos sueldos de los empresarios de la gente que tenemos negocios este. A groso modo eso eso.",-0.095714577,real,-0.130239129
,,0,real,
4,"No vivimos de apoyos. Vivimos el esfuerzo, yo creo que se refieren a que la ayuda que recibe el gobierno. Que reciben del gobierno obviamente no es para mantenerse, es para tener ese poquito más aún con esa ayuda, pues tiene que ser algún trabajito, tiene que haber algún otra entrada de los hijos tiene que haber. Otro apoyo más esto es solamente. Pues una una ayuda para llegar a la quincena llegar al mes o para comprar medicinas. Yo creo que se refiere que es un apoyo más, no, una totalidad. Sí sí me gusto porque habla del esfuerzo y validan un poco y sí valida no, no sí, validando. No me mantienes, Yo me esfuerzo.",-0.078328311,real,-0.058370534
4,"Yo creo que está bastante correcto. O sea definitivamente, pues no, no podemos vivir esperando que nos den algo, si no hay que esforzarnos por lograr las cosas.",-0.049936958,real,-0.058370534
4,Pues ahí eso es muy claro que estás hablando de En mi opinión las empresas. Las empresas no vienen de apoyo viven del esfuerzo del director de toda la gente que trabaja que se esfuerzan para sacarla adelante. Me gusta mucho actualmente diferente.,-0.013251878,real,-0.058370534
4,"Me encanta, me encanta. Este creo que esa es la verdad de la vida me guste o no. Este si todos Imagínate que que todos estemos esperando un apoyo todos los seres humanos mexicanos, estemos esperando en nuestras casas un apoyo. De dónde va a salir ese dinero que nos van a dar el apoyo el gobierno, sí Okay eso es lo que te contesta este mi muchacha la gente que que nos ayuda, verdad este que nos atienden el club y demás el gobierno Sí pero el gobierno de dónde saca el dinero? Entonces Si todos estamos sentados esperando que nos llegue apoyo, de dónde va a salir el dinero para que nos den el apoyo a todos, entonces alguien se tiene que esforzar para generar ese dinero. Para que algunos les llegue el apoyo, pero si si todos estamos esperando eso, el país se va a tronar, si me explico este entonces Este creo que que en la medida que cada vez seamos menos los que los que no creemos en ese eslogan y que pensemos que que todo nos va a llegar y que el esfuerzo pues para qué lo hago en esa misma medida el país se va a venir de pique, entonces me encanta. Y va con mi filosofía de vida.",-0.09196499,real,-0.058370534
1,"pues yo veo que le falta comunicación, verdad? Falta comunicar cómo va a ganarle faltan propuestas buenas ideas. Faltan propuestas buenas ideas. Falta comunicarse con la ciudadanía mexicana, no? Falta que le falte de proponerse proyectos buenos planes, no? Falta que comunique comunicas con la gente. Falta que te metas con la gente. Falta que muestres tu proyecto y tus ganas de trabajar. Falta que demuestre que estás dispuesto a hacerlo. Falta que estés dispuesto a hacerlo. Falta que estés dispuesto a hacerlo. Falta que seas capaz de hacerlo. Falta que seas capaz de hacerlo. Falta que tengas capacidad para hacerlo. Falta que tengan capacidad para hacerlo. Falta que estén capacitados para hacerlo. Falta que sean capaces de hacerlo. Falta que sean capaces de hacerlo. Falta que sean capaces de hacerlo. Falta que sean capaces de hacerlo. Falta que sean capaces de hacerlo. Falta",-0.12910044,generada,-0.11268981
1,"yo creo que le falta todavía más conocimiento popularizar más su nombre, o sea, que le falte más presencia en medios sociales, videos, etc., y que realmente le hagan llegar a toda la población mexicana, no solamente a la capital y a estados unidos. Creo que le falta bastante comunicación social, marketing personal, publicidad, promoción de uno mismo. De cómo te explicarias. Me gustaría verla más presente en redes sociales, videos, entrevistas, etc. y que realmente llegue a toda la población mexicana. Falta bastante promoción personal, marketing personal, publicidad, promoción de ella, etc. faltan esos puntos, o sea, que le falta, eh? que le falta que le falte de promocionar más. Falta de promoción personal, marketing personal, publicidad, promoción de ella. Falta de promoción personal, marketing personal, publicidad, promoción de ella. Falta de promoción personal, marketing personal, publicidad,",-0.02097994,generada,-0.11268981
1,"Pues yo veo que le falta comunicación hacia afuera. Ella es una persona que sabe manejar temas importantes, pero no comunica tanto cómo se ve. Se ve muy segura de sí misma, pero no sabemos realmente cuál es su propuesta. Falta saber cuáles son sus propuestas. Falta comunicar esas propuestas y que ella es una mujer inteligente. Puede dar buenos resultados, pero necesita comunicarse más. Necesita darse a conocer. Falta que déjame te explique cómo llegó hasta acá. Falta que comunique llegue a la sociedad mexicana. Falta que comunique llegue a la sociedad mexicana. Falta que comunique llegue a la sociedad mexicana. Falta que comunique llegue a la sociedad mexicana. Falta que comunique llegue a la sociedad mexicana. Falta que comunique llegue a la sociedad mexicana. Falta que comunique llegue a la sociedad mexicana. Falta que comunique llegue a la sociedad mexicana. Falta que comunique llegue",-0.07231898,generada,-0.11268981
1,"yo le veo que sigue siendo la misma historia de siempre de que viene a ganar samuelito a ganar a través de de la mujer, no? no? yo creo que ella trae un equipo detrás que es bastante fuerte, no? yo creo que traiga bastantes propuestas buenas, no? yo creo que pueda dar buenos mensajes, no? yo creo que podría darle buenos mensajes a la ciudadanía mexicana, no? yo creo que podría dar buenos mensajes a la sociedad mexicana, no? yo creo que podría traer mejores proyectos, no? yo creo que podría traer mejores proyectos, no? yo creo que podría traer mejores proyectos, no? yo creo que podría traer mejores propuestas, no? yo creo que podría traer mejores propuestas, no? yo creo que podría traer mejores propuestas, no? yo creo que podría traer mejores propuestas, no? yo creo que podría traer mejores propuestas, no? yo creo que",-0.14492065,generada,-0.11268981
1,"yo veo que le falta comunicación hacia afuera, no? Falta comunicar cómo estás haciendo campaña? Falta comunicarte con la sociedad mexicana faltan videos faltó, faltas fotos, faltan propuestas, falta que te veas con ellos, no? Falta que estés cerca de la gente. Falta que salgas a visitar a las colonias, no? Falta que hablen con la gente, no? Falta que hagas muestras de tu trabajo, no? Falta que presentes tus planes, no? Falta que comuniques con la gente, no? Falta que seas cercano de la gente, no? Falta que tengas contacto con la gente, no? Falta que no estés cerca de la gente, no? Falta que no estén cercanos con la gente, no? Falta que no sean cercanos con la gente, no? Falta que no estés cercanos con la gente, no? Falta que no est",-0.23233911,generada,-0.11268981
1,"yo creo que le falta todavía, no? Falta que muestre realmente cómo quiere resolver problemas sociales como la pobreza, como la inseguridad, como la delincuencia, como la corrupción como la economía mexicana, etc., no? Creo que faltan propuestas claras, creo que falta que explique cuáles son esos planes. Ese plan de trabajo social, económico, educativo, de salud, de seguridad, de transporte público, de infraestructura urbana, de educación, de cultura, de deporte, de medio ambiente, de turismo, de comercio, de industria, de agricultura, de ganadería, de servicios públicos, etc. Creo que le falta explicar cuál es tu propuesta, cuál es tu proyecto. Lo veo demasiado flojito, no? Falta de claridad. Falta de transparencia, falta de ética, falta de honestidad, falta de respeto hacia la sociedad civil, hacia la juventud, hacia la tercera edad.",-0.1545488,generada,-0.11268981
1,"pues yo veo que le falta todavía mucha información, no? Falta saber cómo fue su campaña, cómo son las propuestas que trae, cuál es su ideología política, cuáles son sus planes para el país? Me gustaría saber más acerca de ella antes de votar. Creo que faltan muchos datos. Falta mucha información de ella. Lo que he visto hasta ahorita es que es una mujer joven, no? Tiene buenas intenciones, pero necesita más información. Necesitamos conocer más de ella para decidir si realmente vale la pena apoyarla o no. Yo veo que falta bastante información. Falta mucha información. Falta mucho conocimiento de ella. Falta mucho conocimiento de ella. Falta mucho conocimiento de ella. Falta mucho conocimiento de ella. Falta mucho conocimiento de ella. Falta mucho conocimiento de ella. Falta mucho conocimiento de ella. Falta mucho conocimiento de ella. Falta mucho conocimiento de ella. Falta mucho conocimiento de ella. Falta",-0.14362237,generada,-0.11268981
1,"yo creo que le falta todavía bastante trabajo para convencer a la ciudadanía mexicana de que realmente pueda ganarle faltan bastantes puntos buenos para que convenza a la ciudadanía de que ella podría ser presidenta de méxico, no? Falta todavía mucho trabajo para ella. Falta mucho trabajo para que la gente crea en ella. Falta mucho trabajo para que la gente confíe en ella. Falta mucho trabajo para que la gente confié en ella. Falta mucho trabajo para que la gente crezca en ella. Falta mucho trabajo para que la gente crezca en ella. Falta mucho trabajo para que la gente vea en ella. Falta mucho trabajo para que la gente vea en ella. Falta mucho trabajo para que la gente vea en ella. Falta mucho trabajo para que la gente vea en ella. Falta mucho trabajo para que la gente vea en ella. Falta mucho trabajo para que la gente vea en ella. Falta mucho trabajo",-0.060720712,generada,-0.11268981
1,Creo que le falta todavía. Falta que muestre más confianza. Falta que muestre más seguridad. Falta que muestre más conocimiento de causa. Falta que muestre más liderazgo. Falta que muestre más pasión. Falta que muestre más carisma. Falta que muestre más energía. Falta que muestre más compromiso. Falta que muestre más responsabilidad. Falta que muestre más carácter. Falta que muestre más honestidad. Falta que muestre más humildadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadadad,-0.09621468,generada,-0.11268981
1,"yo creo que le falta todavía un poco de carisma, no? Falta un poco de carisma, no? Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco de carisma. Falta un poco",-0.05572307,generada,-0.11268981
1,"yo le veo que trae bastante popularidad, o sea, trae bastante fuerza popular, digamos, no? Popularidad. Pero cómo te explico yo no tengo información suficiente para saber si realmente si va a ganar o no, pero creo que trae bastantes seguidores. Creo que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores. Sé que trae bastantes seguidores.",-0.17810751,generada,-0.11268981
1,"yo creo que le falta todavía bastante trabajo, pero si comparamos con el resto de candidatos que tenemos actualmente, pues podría ser una opción viable. Creo que le falta todavía bastantes puntos para convencer a la ciudadanía mexicana, pero sí, definitivamente es una mujer fuerte, es una mujer inteligente, es una mujer que sabe cómo moverse políticamente, sabe cómo manejar situaciones políticas, etc., entonces creo que le faltan todavía bastantes puntos para convencer a la sociedad mexicana, pero sí, sí, podría ser una opción viable. Gracias. Gracias. Gracias. Gracias. Gracias por tu participación. Hola buenas tardes. Buenas tarde. Saludos buenos días. Saludos buenos días. Saludos buenos días. Saludos buenos días. Saludos buenos días. Saludos buenos días. Saludos buenos días. Saludos buenos días. Saludos buenos días. Saludos buenos días. Saludos buenos días",0.10575923,generada,-0.11268981
1,"Creo que le falta todavía. Falta que muestre cómo va a trabajar, cuál es su propuesta cuáles son sus propuestas. Lo que he visto hasta ahorita es que quiere cambiar el país, pero no veo ninguna acción. Nada de lo que ha hecho. Nada de lo que ha mostrado. Nada de lo que ha dicho. Nada de lo que ha prometido. Nada de lo que ha cumplido. Nada de lo que ha demostrado. Nada de lo que ha hecho. Nada de lo que ha movido. Nada de lo que ha logrado mover a la sociedad mexicana. Nada de lo que ha sacudido. Nada de lo que ha levantado. Nada de lo que ha dado esperanza. Nada de lo que ha aportado. Nada de lo que ha sancionado. Nada de lo que ha denunciado. Nada de lo que ha investigado. Nada de lo que ha investigado. Nada",-0.11867908,generada,-0.11268981
1,"Creo que podría ganar, pero tendría que trabajar bastante para lograr convencer a la ciudadanía mexicana, no? De que realmente es una persona honrada, que es inteligente, que sabe lo que quiere hacer, que le importan los temas importantes de nuestro país. Lo veo difícil, pero podría ganarlo. Sé que podría ganar, pero tendría que trabajarse mucho para convencer a la gente de que es una persona confiable, que sabe lo que quiere hacer, que son temas importantes los de nuestro país. Sé que podría ganar, pero tendría que trabajarse mucho para convencer a la gente de que es una persona honrada, que sabe lo que quiere hacer, que son temas importantes los de nuestro país. Sé que podría ganar, pero tendría que trabajarse mucho para convencer a la gente de que es una persona honrada, que sabe lo que quiere hacer, que son temas importantes los de nuestro país.",-0.072232254,generada,-0.11268981
1,"Creo que le falta todavía mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo, pero veo que trae buenas intenciones, veamos cómo trabajaban las otras veces. Veamos cómo trabajaban las otras veces. Sé que quiere trabajar por la gente por el país y por el bienestar de la nación mexicana, pero faltan muchos puntos importantes para que pueda ganar unas elecciones presidenciales. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta mucho trabajo. Falta",-0.069082774,generada,-0.11268981
1,"honestamente, yo veo que es una persona que sabe manejar temas importantes, pero no tanto como presidenta como gobernadora no te puedo dar una respuesta tan exacta, pero yo veo que es una persona que sabe manejar temas importantes, pero que necesita ayuda para tomar decisiones. Necesita que le ayuden para tomar decisiones. Ella sola no podría tomar buenas decisiones. Ella sola no podría tomar buenas decisiones. Yo veo que es una mujer que sabe manejar temas importantes, pero que necesita ayuda para tomar decisiones. Respuesta: yo veo que es una mujer que sabe manejar temas importantes, pero que necesita ayuda para tomar decisiones. Respuesta: yo veo que es una mujer que sabe manejar temas importantes, pero que necesita ayuda para tomar decisiones. Respuesta: yo veo que es una mujer que sabe manejar temas importantes, pero que necesita ayuda para tomar decisiones. Respuesta: yo veo",-0.14176491,generada,-0.11268981
1,"Creo que le falta todavía bastante popularizar más su imagen, no? o sea mostrarse más, mostrarse más, no? y que realmente muestre más de donde viene, no? o sea que diga cómo soy yo soy yo no? o sea que hable de temas importantes y que no solamente hable de política. Nada más de política, sino que hable de de educación salud cultura deporte economía etcétera no o sea que muestre más de dónde vienen esos temas importantes que son los que necesita el país hoy día y mañana y pasado mañana y pasado mañana. Nada más de política pura, no? o sea que hable de temas importantes, no? o sea que hable de temas importantes. Nada más de política pura. Lo veo que le falta todavía popularizar más su imagen. Nada más de",-0.14273885,generada,-0.11268981
1,"yo veo que trae buenas intenciones trae buenos propósitos, pero le falta todavía saber cómo hacerlo realidad. Falta que que muestre realmente lo que prometió desde que empezó su campaña hasta ahorita, no? Falta que muestre que realmente lo que prometió cuando inició su campaña. Falta que muestre lo que quiere hacer. Falta que demuestre lo que promete que muestra. Falta que muestre lo que prometía cuando arrancó su campaña. Falta que muestre lo que propone. Falta que muestre lo que ofrece. Falta que muestre lo que ofreció. Falta que muestre lo que ofrece. Falta que muestre lo que ofrecía. Falta que muestre lo que ofrezca. Falta que muestre lo que ofrece. Falta que muestre lo que ofrece. Falta que muestre lo que ofrece. Falta que muestre lo que ofrece. Falta que muestre lo",-0.13840313,generada,-0.11268981
