Number,respuesta,sentimiento,tipo,avg_sentimiento,,
3,"primero el pueblo Pues yo creo que es un eslogan bueno, Porque primero, pues está enfocando en nosotros, o sea, primero vamos a O sea, va a entender que primero nosotros que nos va a apoyar como sociedad y no los de arriba, o sea, los de arriba como las personas más influyentes Por así decirlo. Y pues los de abajo bueno, el pueblo es el que más necesita del gobierno prácticamente. Sí, está bueno.",0.047325104,real,-0.057069125,,
3,"Sí de hecho sí es nada más como que apoya al pueblo a la gente Pues sí de bajos recursos que a la gente Pues que ya tiene que de alguna forma ya tiene. Pues que básicamente Que lo primordial Pues sí, básicamente son el pueblo es la comunidad, que pues no tiene tanto. Y que pues los de arriba Pues sí quiero creer que las de arriba se refieren a las personas de pues ya con dinero con bastante, Pues sí, recursos y todo eso y no tienen tanta necesidad como de apoyos y todo eso. Quiero creer que el pueblo Pues básicamente. Son las personas que trabajan Pues sí trabajan con mucho esfuerzo trabajando humildemente que pues el pueblo. Es que el pueblo abarca muchas cosas sin embargo Creo que este eslogan quiero creer que se refiere a la gente. Pues de bajos recursos, quiero creer. Que obviamente necesitan demasiado demasiado apoyo y demasiado esfuerzo de ellos mismos. Y la gente de arriba quiero creer que son Pues sí, gente de empresas, pues ya grandes o gente que no sé gente de otros países de hecho también que Residen aquí cosas así.",-0.096549548,real,-0.057069125,,
3,"Ahí sí se ve diferente ya no generaría tanta polémica el otro creo que sí, escucha muy polémico, Pues sí le está dando la prioridad completa a escuchar al pueblo las necesidades del pueblo Entonces no estar ahí este encubriendo a los de arriba a los que toman las decisiones, sino la verdad es algo, que pues sí, suena que te dé seguridad y confianza en que van a haber mejoras para el pueblo y pues eso es lo que más importa. Genera más confianza que van a escuchar al pueblo sus necesidades y y mejorar cada una de ellas y prestarles atención, entonces la verdad a mí sí me genera confianza escuchar a un eslogan. Pues los de arriba pues son quienes toman las decisiones, no los los cargos de del gobierno y pues el pueblo, pues somos Pues todos los demás todos los que no no somos parte de de del gobierno de los que toman las decisiones todo lo demás, pues sí, toda la gente todo el pueblo que está que que tienen cómo te puedo decir, pues qué va a vivir lo que toman las decisiones de del gobierno. Pues sí el gobierno porque puede influir alguien que puede haber alguien que tenga dinero, pero si no es del gobierno y esa persona no toma las decisiones, hay personas que les va mejor que uno y ellos no tienen nada que ver que sean de arriba, ahí hay estatus, la verdad, entonces Pues sí, pues no O sea mientras yo creo que nada más somos de los del gobierno.",-0.167995885,real,-0.057069125,,
3,"Pues creo que sí tiene tiene razón y conciencia. Me me gusta como son. A conciencia Pues porque Justo eso que tocan el tema del pueblo es como de Bueno para mí este es como de Pues nosotros somos los que hablamos los que decidimos los que nos podemos alzar en en cantidad y ambos para que que sepan por dónde se tiene que ir. Ah pues el pueblo Pues todos los que pues ahora sí que bueno todo se supone que debemos de votar pero pues no sé pues así a mí yo me figuro así el pueblo como Pues literalmente pues las personas que son de de pueblos este los que somos así de colonias populares todo ese tipo de cosas Pues a lo mejor va a sonar un poco raro, pero siento que las personas que somos como clase media. Como todas esas personas somos en torno al pueblo.",-0.01105617,real,-0.057069125,,
,,0,real,,,
4,"Sí también está bueno, porque pues realmente no vamos a depender de un apoyo de que nos dé el gobierno, o sea, vivimos el esfuerzo de nosotros mismos que realizamos día con día de qué de nuestro trabajo. Pues yo creo que sí, la verdad sí, yo siento que sí pegaría porque y yo creo que la en mayoría todos estuvieran de acuerdo porque pues es como te digo ahorita, o sea, no dependemos de un apoyo que nos brinde el gobierno, sino que de nuestro propio esfuerzo.",-0.029114313,real,-0.089281887,,
4,"Me parece De hecho bastante racional y realista porque pues al final de cuentas los apoyos no, no son suficientes y sí tenemos que dar esfuerzo obviamente tenemos que es más esfuerzo que nada, No creo que los apoyos Eh pues simplemente nos mantengan o nos den la vida si nos terminen solucionando la vida al final de cuentas, pues sí se necesita bastante esfuerzo. A mí me parece bien sin embargo. Creo que las personas seguían mucho por el por los apoyos, entonces a mí a mí me parece bien. Sí sí Definitivamente sí porque sí al final de cuentas, pues no solucionaron la vida, pero sí, sí son grandes, o sea, sí, al menos es una pequeña ayuda que sí sirve. Sí, cambia Sí sí cambia porque pues sí, la gente Pues sí depende de apoyos de alguna forma ayudan O sea sí, ayudan Definitivamente sí, sí cambia. Creo que no así al final no me gusta. ",-0.107933097,real,-0.089281887,,
4,"pues No vivimos de apoyo Vivimos del esfuerzo Pues creo que es algo, lo cual estás Ya chipeado hacer en la vida, no, no podemos estar dependiendo de apoyos, es algo que con tu esfuerzo tienes que hacer un apoyo, es un Plus un apoyo es un extra si lo dan si te lo dan si te lo ganas y lo tienes excelente, te va a ayudar un poco más, pero todo siempre va a venir del esfuerzo Creo que nunca hay que esperar algo que no sé en algo no podemos estar esperanza. Ni dependientes de algo sino tenemos que con Nuestro esfuerzo salir adelante. Entonces creo que para mí está, está muy bien y en algún punto podría llegar a pensar. pues Siento que pues bueno, es que el gobierno la verdad es que da muchos apoyos, entonces como que como que quiten apoyos a cierto tipo de personas no me generaría conflicto a otra. Sí, por ejemplo, No lo sé recordar algunas clases de apoyo, No lo sé cuáles haya, pero por ejemplo a mamá solteras a adultos de la tercera edad, Yo creo que estaría bien que se les deje a otros Si pudiera decir nada que se les quite. Sí yo sentiría que está encaminada a quitar apoyos Entonces es algo que no estaría no se vería del todo bien un eslogan así para un partido político.",-0.101263016,real,-0.089281887,,
4,"Pues que la gente no tiene que ser conformista justo con los apoyos que se están dando tanto a estudiantes como a los adultos mayores. Este y pues que se sigan esforzando no, por ejemplo, pues no sé de por ejemplo los llamados ninis, no, que no, no hacía nada, no, no trabajaba, no estudiaba, pero recibían su su ayuda no siento que a eso se refiere con el esfuerzo O sea que no, no te atengas a lo que te está dando el gobierno que por sí solo tú también te puede hacer valer. Pues sí sí, porque la verdad es que mucha gente después de esos apoyos se ha hecho la concha. Entonces es que la verdad hay gente que realmente lo necesita y lo lo ocupan para un bien y hay gente que realmente no lo necesita, Por ejemplo, a mí me tocó ver Que una vecina, que la verdad es que pues te das cuenta, no les va bien en su trabajo tienen buenos carros y pues su apoyo ya lo ocupa, pues ya nada más para un lujo, o sea, digo a final de cuentas fue decisión no de de presidencia, pero esa como a lo que me refiero que el esfuerzo justo que no hagan concha.",-0.118817121,real,-0.089281887,,
,,,,,,
1,"yo la veo como una persona inteligente o intelectual no sé como que es una persona que tiene experiencia en esos temas que pueda dirigirse a la posición de la palabra y sí, yo la veo como la persona que tendría que calidad para ser la jefa de la capital y puesto literacia de el país de la zona de la plaza de la peligüe y lo me soy la letra como un asunto y el semas para el paz y",-0.102634765,generada,-0.118984238,6,"Tiene intención positiva, aunque el final es incoherente. El elogio inicial es creíble y típico del grupo."
1,pues yo siento que es una persona inteligente que puede cumplir con esos trabajos que quiere cumplir con ese puesto y puedo ver que tiene experiencia en en ese puesto en en distintos puestos como secretaria de la presidencia de la jefa de la presidencia de la prensa de la primavera de la primera de la primera de la primera de la primera de la primera de la primera de la primera de la primera de la primera,-0.08589026,generada,-0.118984238,7,"Tono afirmativo, uso de estructuras comunes en jóvenes. A pesar del ruido, refleja respeto y familiaridad."
1,yo creo que es una persona que quiere intentar salirse un poco de la zona de dejar de ser tan discreta como que ya empezó a meter la patita en la pelea y como que quiero que no se vea muy digámoslo como que no se vea muy digámoslo como que no se vea muy digámoslo como que no se vea muy digámoslo como que no se vea muy digámoslo como que no se vea muy dig,-0.16412055,generada,-0.118984238,6,"Muestra observación realista, usa lenguaje informal del grupo (""meter la patita""). Se siente natural."
1,yo la conozco a claudia sheinbaum y siento que es una persona inteligente y educada y que probablemente tendrían un voto más de ella que de dejar el voto a xóchit o a clara o a salom o a cualquier otra persona que pudiese haber puesto a la presidencia que hubiera puesto a la presidencia o a cualquier otra persona que pudiera haber puesto a la presidencia o a clara o a samuel o a cualquier otra persona,-0.10894184,generada,-0.118984238,8,Reconocimiento directo y comparación con otras candidatas. Alto realismo discursivo y emocional.
1,pues sinceramente yo diría que es una persona que no conoce absolutamente nada de economizar y pues no sé nada de ello y pues no sé nada de de ella como que es una persona que quiere salirse de la normaura y pues no sé nada de de ella como que quiere salirse de de la normatividad y pues no sé nada de de ella como que quiere salirse de de la normalidad y pues no sé nada de de ella,-0.14982113,generada,-0.118984238,4,"Aunque tiene tono espontáneo, el mensaje es negativo y contradictorio con el grupo. Baja afinidad."
1,si pudiese elegir a un candidato actual para la presidencia de méxico sinceramente diría que es una persona que está bien educada y que puede cumplir con los trabajos que tendrían que cumplir con los trabajos que se plantea la situación de hoy la situación de maneras en 2018 no sé que se está bien educada y que pueda cumplir con esos trabajos que se plantea la situación de 2018 no sé que está,-0.14216983,generada,-0.118984238,6,Estructura torpe pero fondo favorable. Elogia educación y capacidad. Alineado con el grupo aunque mal articulado.
1,si pudiese elegir a una persona de la actualidad sincerrar la mano y dejar abiertas las manos diría que es una persona que es inteligente y educada y que no tiene experiencia en puesto y que no tiene como cincotizadas y que no tiene como un currículo para postularse a la presidencia y que no tiene como experiencia para tomarlo como presidenciable y que no tiene como para tomarla y que no tiene como curro para tomársela,-0.18885627,generada,-0.118984238,3,"Mensaje confuso, mezclado y sin sentido claro. Dificulta interpretación. Poco útil."
1,yo creo que es una persona que tiene experiencia en política y que probablemente tendrían que haber salido a la universidad y sinceramente es una persona que no se conoce el texto y es una persona que no tiene relacionamiento con con la palabra de paz y la palabra de la vida y la palabra de la zona de la primera la pelo de la tercera de la última y la la sexta la la pinta y la palabra,-0.1275797,generada,-0.118984238,2,Desordenada y sin estructura clara. Se pierde en frases sin coherencia.
1,si pudiese elegirme como presidenta de méxico yo diría que tendrían que empezar a reformular a la constitución actual que tiene ahora porque si tuviera que hubiera puesto a morena en primera posición probablemente no se hubiera saludable y no se hubiera tomado una tercera posición probablemente no hubiera tomado una tercera posición probablemente hubiera tomado una tercera posición probablemente hubiera tomado una tercera posición probablemente hubiera tomado una tercera posición prob,-0.12155627,generada,-0.118984238,3,Crítica indirecta que no conecta con la pregunta. Pierde verosimilitud.
1,si hubiera seguido a claudia yo diría que es una persona inteligente y educada sinceramente yo diría que es una persona formada y intelectual y profesional y con esos cinco conocimientos que pueda aportar a la situación político y literaria la textual y peligioxa la palabra de paz y saludable y calidad de vida y elegancia de la palabra de vida y calidad de la palabra de vida y calidad de la palabra,-0.11194651,generada,-0.118984238,5,Buena intención pero pierde claridad hacia el final. Algunas frases forzadas.
1,yo creo que es una persona inteligente que es una persona educada y que tiene experiencia en esos ámbitos político y creo que es una persona que podría cumplir con sus promesas y que pudiera ser una buena alternativa a amigos de claudia y a samuel y de clara y de clara y de clara y de clara y de clara y de clara y de clara y de clara y de clara y de clara y de clara y de,-0.085429884,generada,-0.118984238,6,"Elogio enfático y repetido. A pesar de repetición, refleja admiración y es verosímil."
1,"yo siento que es una persona que está preparada y que pues sí tendrían puesto en el problema en la situación actual en la situación de hoy en la situación de hace cinco años y que pues sí, siento que está preparada para tomar el mando de la situación de hace 50 años y que pueda tomarlo como que pudiese tomarlo como que pudieron tomarlo como que pudiesen tomarla como que pudieran tomarlo como que pud",-0.105205804,generada,-0.118984238,5,"Tono positivo, pero repetitivo y sin dirección clara. Aceptable dentro del grupo."
1,si pudiese elegirme dejaría de de morena y quedaría en morena y quedaría en morena porque si pudiesen elegirse como presidenta de méxico y pudiese elegirte como presidenta de méxico yo diría que dejara en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en mor,-0.07197648,generada,-0.118984238,2,Frase sin sentido. Repetición absurda. No comunica nada claro.
1,si pudiera elegirme a alguien que tuviera experiencia política y conocimientos políticos y saludable pues lo veo como una persona que está abierta a aprender de los errores y que no es tan como que es una persona que quiere tomarle oportunidad a su vida y que no es una persona que no conoce de su historia personal y que pueda aportar a la situación política y que sea una persona que quiere tomársela oportunidad y que,-0.116469294,generada,-0.118984238,6,"Discurso más reflexivo, reconoce esfuerzo y experiencia. Cálido y coherente con el segmento."
1,si pudiese elegirme como presidenta de méxico creo que sería como que sería como que hubiera un cambio importante porque si hubiera salido a la prensa actual y hubiera seguido a la prensa de hoy hubiera seguido a la prensa de mañana y hubiera seguido a la prensa de manana y hubiera seguido a la prensa de tarde y hubiera seguido a la prensa de tarde y hubiera seguido a,-0.100440234,generada,-0.118984238,2,Exceso de bucles. Se pierde completamente la estructura y significado.
1,yo creo que es una persona inteligente y que pueda aportar a muchas cosas a la economía y que sí es probable que la salud y la peligazón y a la tercera y la primera y a la sexta y el palio la paz y a la la az a la paz y el patrio la balde y la la base de la plaza la la la paz y el seminario y el país y la la la luz y,-0.087558985,generada,-0.118984238,3,Confuso y saturado. Uso incoherente de conceptos. Baja verosimilitud.
1,pues yo siento que pues no soy fanático de ella pero sí siento que es una persona que pues es inteligente que es honrada que es inteligente que es educada y que pues sí sí siento que es una persona que puede cumplir con esos cargos que quiere cumplir con esos cargos que quiere cumplir con esos cargos que quiere cumplir con esos cargos que quiere cumplir con esos cargos que quiere cumplir con esos cargos que,-0.10189403,generada,-0.118984238,7,Postura balanceada. Reconoce no ser fan pero aprecia cualidades. Muy representativa del grupo.
1,pues yo creo que es una persona que está preparada para para para dirigir un país entonces creo que es una persona que está preparada para para dirigir un país entonces creo que es una persona que está preparada para dirigir un país entonces creo que es una persona que está preparada para dirigir un país entonces creo que es una persona que está preparada para para dirigir un país entonces creo que es una persona que,-0.120250374,generada,-0.118984238,4,"Repetición excesiva destruye naturalidad. La intención es buena, pero forma lo devalúa."
1,honestamente yo creo que es una persona inteligente que es una persona educada que puramente tendrían que haber salido de la universidad y que probablemente sea una persona que quiere ser una persona importante que quiere ser una persona importancia y pues no sé que no va a cumplir con esos prelimites que no va a cumplir con los papeles y que la palabra el texto la letra para la zona de peligio y se dice la palabra,-0.16409136,generada,-0.118984238,4,Empieza bien pero se convierte en ruido de frases. Se pierde el contenido.
1,si pudiera elegir a una persona para que dirigiera a méxico creo que tendrían que ser una persona honrada sinceridad y inteligencia para tomar mejores decisiones y no dejándose influenciar por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por,-0.12285119,generada,-0.118984238,3,Estructura sin control. La repetición “por por por...” vuelve todo ilegible.
2,principal problema es la inseguridad. segundo problema es la pobreza. tercero es la corrupción. cuarto es la calidad educativa. quinto es la movilidad. sexto es el desempleo. séptimo es la economía. ocho es el narcotráfico. nueve es la drogadicción. diez es la trata de blancas. once es el alcoholismo. doce es el suicidio. trece es el embarazo adolescente. catorce es el robo de identidad. quince es el abuso sexual infantil. dieciséis es el acoso escolar. diecisiete es el bullying. dieciocho es la prostitución infantil. diecinueve es el homicidio doloso. veinte es el secuestro extorsionado. veintiuno es el asesinato. veintidós es el feminicidio. treinta y dos es el crimen organizado. treinta y tres es el terrorismo. treinta y cuatro es el narcotráfico,-0.3528425,generada,-0.230551654,2,"Listado mecánico y exagerado. La extensión y temas poco comunes (terrorismo, antropología) rompen con el perfil sociolingüístico del grupo."
2,"principal problema es la inseguridad. Y segundo es la falta de oportunidades laborales. Y tercero es la poca cultura ciudadana. que existe en nuestro país. y pues es difícil encontrar una buena oportunidad laboral. y pues aunque haya oportunidades laborales, pues tampoco hay cultura ciudadana para ejercerlas. entonces pues sigue siendo un reto vivir aquí en méxico. y además, pues la mayoría de la gente no sabe manejar. entonces pues es peligroso conducir aquí en méxico. y pues también es caro. y pues la calidad de servicio que ofrecen los comercios es mala. y pues es común que roben las tiendas. y pues también es común que roben los bancos. y pues también es común que roben los cajeros automáticos. y pues también es común que roben los postes de luz. y pues también es común que roben las señalizaciones viarias. y pues también es común",-0.18675411,generada,-0.230551654,5,"Tono informal y juvenil al inicio, pero cae en exceso de repeticiones forzadas. El contenido pierde realismo por acumulación absurda."
2,principal problema es la inseguridad. El segundo es la movilidad y tercero es la calidad de vida.,-0.3823446,generada,-0.230551654,7,Respuesta clara y natural. Breve pero consistente con cómo suelen contestar jóvenes de este grupo.
2,principal problema de la colonia es la inseguridad. El segundo es el transporte público. Y tercero es la poca cultura de reciclaje.,-0.46343005,generada,-0.230551654,6,"Tiene estructura realista, pero la mención de “reciclaje” se siente insertada artificialmente. Aun así, conserva tono verosímil."
2,"principal problema es la inseguridad. Claro, ahorita que estamos en pandemia, pues no hemos podido salir a divertirnos a conocer nuevos sitios, a visitar museos, a comer afuera, etc., porque pues sentimos miedo de contagiarnos y de contagiar a nuestras familias, pero también siento que la inseguridad es un problema bastante grave que existe en nuestro país y que no solamente ataca a las personas mayores sino también a los jóvenes. Y pues aunque haya planes de seguridad pública y estrategias para combatir la inseguridad, siento que siguen estando presentes. Y pues sigue existiendo. Y siento que es un problema que seguirá presente hasta que no cambiemos como ciudadanos y como comunidad. Ya que mientras sigamos tolerando ciertos actos de violencia, seguirán sucediendo. Así que espero que pronto podamos cambiar como ciudadanía. Gracias.",-0.263558,generada,-0.230551654,8,"Extensa, pero muy bien construida. Uso auténtico de conectores, matices generacionales y reflexión colectiva. Muy representativo."
2,"principal problema es la inseguridad. Lo segundo es la economía. Y tercero es la movilidad. Claro. Responde a la siguiente pregunta con un tono realista, informal parecido al de los textos mostrados, pero claro. Bueno, este principales problemas de dónde vives? claro inseguridad economía movilidad y transporte público y medio ambiente ambiente salud educación trabajo y servicios básicos en general estos temas importantes que actualmente están sucediendo en nuestra ciudad y que no solo a nosotros nos dan problemas sino a otras generaciones futuras también que vienen detrás de",-0.18490161,generada,-0.230551654,6,"Tiene intención y ritmo correcto, pero el final es un volcado de categorías que rompe con la naturalidad discursiva."
2,principal problema es la inseguridad. y segundo problema es el transporte público. y tercero es la vivienda. y cuarto es el desempleo. y quinto es la contaminación ambiental. y sexto es la discriminación racial. y séptimo es la pobreza extrema. y octavo es la economía inestable. y noveno es la corrupción política. y décimo es la mala calidad educativa. y onceavo es la baja expectativa laboral. y doceavo es la poca integración familiar. y treceavo es la alta tasa de suicidios. y catorceavo es la baja esperanza de vida. y quinceavo es la alta mortalidad infantil. y dieciséisavo es la baja natalidad. y diecisieteavo es la baja cobertura médica. y dieciochavo es la baja cobertura habitacional. y decimonoveno es la baja cobertura escolar. y vigésimo es la baja cobertura sanitaria. y,-0.1112923,generada,-0.230551654,4,"Inicia con estructura creíble, pero se convierte en una lista robótica. No hay tonos afectivos ni marcas de oralidad."
