Number,respuesta,sentimiento,tipo,avg_sentimiento
1,"Bueno este de Claudia En lo particular no no le encuentro muchas cosas buenas creo que su mayor fuerte y por lo cual creo que la mayoría de las personas las cuales no hemos no, no han estado tan tan al tanto de lo que ha pasado al país porque desafortunadamente nosotros los mexicanos nos damos cuenta de las cosas cuando nos pasan a nosotros, sino cuando les pasan a las demás personas Bueno lo particular creo que el parte de Claudia es justamente su nivel académico, creo que es de las personas más este. Más preparadas tiene un doctorado tiene diferentes Este pero reconocimientos creo que sí Su mayor fuerte ahora analizando la de fondo la persona que es lo que ha hecho y lo que ha dejado de hacer da mucho que desear de verdad Yo hoy yo. En incitó a que de verdad estudien bien a los a los candidatos, Yo sé que ninguno es lo mejor, pero Claudia de verdad que cómo ha manejado el transporte público, de verdad si si yo soy una persona que va muy recurrente al metro de verdad, es un desastre de verdad sobre todo la línea uno que yo. Utilizo mucho porque por acá vive un familiar y luego me voy con mi familiar y tengo que irme por la línea uno de verdad de verdad es un desastre el metro es un desastre de hecho hasta tardan de verdad He tardado una hora. En el metro parada. ",-0.172787726,real,-0.040011539
1,"yo creo que Claudia siento que sería como a la que más me da confianza para dejarle, pues mi casa y que riegue mis plantas siento que sí lo haría, siento que Xóchitl se metería a ver como que encuentra en mi casa como más chismosa.",-0.033974402,real,-0.040011539
1,En el caso de sheinbaum. Básicamente su campaña es seguir haciendo lo mismo,-0.019352846,real,-0.040011539
1,Yo siento que la mayoría de las personas mayores. su voto es porque ella es de partido de morena y porque está Andrés Manuel López Obrador,0.00036218,real,-0.040011539
1,"a mí me gusta la idea de pensar que una mujer puede tener como una un pensamiento más abierto a la mejor cosas que no han pensado los hombres digamos, puede pensar un poquito más tanto en en cultura en mujeres en educación por lo mismo Pues que que lo vea y que seamos participativa como que en la sociedad no una mujer si bien sabe escuchar y decidir por naturaleza un poco más que el hombre, entonces me entusiasma la idea de de poder ver esto Este cambio que pueda Escuchar más y que realmente lo haga la sociedad Y a partir de ello Pues que pueda implementar nuevas decisiones este que que puedan pues manifestarse y está bien que que sea como pues ni tan joven, ni tan también este digamos tan adulta Pues porque siento que tanto la adultez lleva la experiencia, no la experiencia de saber tratar. ciertos conflictos o cosas y darle solución y aparte también bueno la juventud pues también lleva a relacionarse con temas Pues de innovación de nuevas tecnologías de agregar pues importar varias cosas a México que que le hacen falta y digamos yo digo que Claudia Pues sí está preparada tiene esa experiencia digamos esa madurez y también ",-0.015616342,real,-0.040011539
1,"Pues a mí en mi caso me parece una mujer muy muy preparada, o sea creo que por algo es doctora, no la doctora Claudia Este y pues nada, está creo que en su en su este gobierno pues hizo cosas buenas hizo cosas que sí, modificaron un poco al país estas obras como de cable bus Este pero le gusta elevado lo que están haciendo el tren suburbano, que les están alargando para llevar a la hija, Me parece bien. Creo que si tú estuvo un poco manchado su gobierno, pero pues yo yo lo veo desde el punto de vista, que a lo mejor no fue tanto de su parte, no, por ejemplo, esto de metro que pues fue construida por otro. ",-0.08670409,real,-0.040011539
1,"Le dio más poder a amlo, la verdad o sea yo nunca sentí que sheinbaum fue la que hiciera las cosas sabes siento que solo iba y ponían su linda cara. y ya este respecto a morena la verdad es que yo nunca fui partidista de él, o sea. mami, a mi papá lo usa mucho la política y él sí lo supera apoyaba y yo este, pues nunca vi claro.",0.004919507,real,-0.040011539
,,0,real,
2,Creo que los principales problemas puede ser igual la gentrificación subieron los precios demasiado y en colonias que son pues muy abundantes en personas.,-0.072548516,real,-0.110048983
2,"Yo digo que porque pues se ha dedicado como a priorizar algunos proyectos sobre todo que tienen que ver con pues la movilidad y ha dejado de lado, pues poniendo el caso más reciente no de la de caída del sistema de transporte colectivo.",-0.008862153,real,-0.110048983
2,A mi punto de vista pienso que la que está más centrada en mis intereses que es como para aumentar los salarios y como terminar con el problema económico,-0.019376971,real,-0.110048983
2,"Yo en esta carta escribiría que se resolviera la especulación de la burbuja inmobiliaria. porque es absurdo justamente no lo que como lo que Comenta Una nave que las rentas alcanzan precios exorbitantes ridículos no este que ninguno de nosotros va a poder tener una vivienda propia este no lo digo yo no lo dicen las estadísticas es imposible las mates no dan para que ganando un suelo un sueldo decente en la Ciudad de México podamos tener una vivienda digna no ya no es este. ya pasó de ser algo necesario, sino un lujo inclusive no llegar a vivir",-0.096253946,real,-0.110048983
2,"Pues obviamente sería la delincuencia que sí que ser radique totalmente la delincuencia porque sí está muy alta y Sí también lo de la gentrificación, pero lamentablemente quería hacer un comentario de la gentrificación que eso es un problema que veo difícil ",-0.283538938,real,-0.110048983
2,Pues yo creo que está con mucha delincuencia todavía y los precios la economía está muy baja Tenemos muchos problemas con nuestros con nuestros precios con nuestra canasta básica es muy cara. Deja de ser una canasta básica. ,-0.156459257,real,-0.110048983
2,"Escuché que en ese sexenio la corrupción bajó mucho, pero no significa que se haya acabado del todo porque pues obviamente siguen habiendo problemas en el país, pero sí como que avanzó mucho en diferentes aspectos como para el bien, en yo siento que sí, O sea para acabar un país completamente y que sea mejor si la corrupción porque tiene como de varias cabezas como que no puedes hacer bien Esto sin como en las percibes, por ejemplo como de que les dan una comida muy mínima y eso hace que aumente o siga viendo inseguridad porque justo la corrupción es muy muy grande o en el en el desempleo como empresarios muy grandes ganan mucho dinero y como que eso hace que no pueda las personas también preparadas este entrar a este tipo de negocios Entonces yo sí escuché que que bajo la corrupción que a muchos empresarios y gobernantes como que les bajaron el suero o simplemente ya no trabajan ahí, pero si 100% es este. sin corrupción",-0.149130583,real,-0.110048983
2,Este pues en el caso de Coyoacán creo que los principales problemas son la movilidad y el transporte Porque por ejemplo para los que tienen carros no hay lugares para estacionarse en algunos las calles son muy pequeñas o están como muy feas en algunas partes de Coyoacán cambia mucho los servicios públicos como la recolección de basura la limpieza de las calles. La iluminación como ya mencionaban entonces siento que son como esos pequeños pastorcitos que son los que fallan en esta,-0.085237339,real,-0.110048983
2,"Siempre ha habido el problema de la seguridad. y El transporte público Sí o sea sí, sí, está padre. Sí nos ayuda, pero de repente sí se vuelve un conflicto porque pues obviamente como ya estamos muy saturados y somos muchos. Pues ya no falta la persona con la que te pelees en el metrobús o en el metro y creo que es eso los problemas principales que yo he vivido personalmente.",-0.097774819,real,-0.110048983
2,"Los tres principales problemas, yo creo que al igual que mi compañera tengo que estar de acuerdo en decir que la inflación de los precios. Me parece que ese es un problema que sucede un fenómeno que sucede mucho en las ciudades. Como número dos también sería. Pues sí que a veces es un poco salvaje de la ciudad tienes que andar con cuidado. Ajá y el tercer problema A lo mejor sería como pues no sé como que hay mucha. Iba a decir en seguridad Sí con que hay mucha inseguridad.",-0.107249722,real,-0.110048983
2,"Creo que la contaminación es uno de los temas que preocupan bastante aquí en la ciudad. La otra que creo que también ya la había mencionado Es sobre la crisis de agua, no que hace falta este en gran parte de la ciudad. Y pues no sé si se pueda tomar tanto como crisis o un problema, que sí lo es, pero no sé si puedas afectar como que muchas personas ",-0.128338933,real,-0.110048983
2,"Lo que no me gusta tanto es sí, lo del tráfico O sea si luego como me quedan cerca de unas avenidas principales Luego si hay un tráfico horrible, o sea, está súper mal. ",-0.505944312,real,-0.110048983
2,La inseguridad en primera la calidad de vida por tanta contaminación que se vive y yo creo que fuera de eso no tanto Ciudad de México sino en general. el gobierno que se tiene,-0.035765573,real,-0.110048983
2,"Yo creo principalmente que hoy en día los problemas que genuinamente están generando conflicto a las personas que somos nativas de la Ciudad de México es en este caso la gentrificación que estamos viviendo Pues en todas las colonias famosas. este Obviamente el problema de inseguridad creo que eso es un problema general en todo el país y no podemos descartar la Ciudad de México Y pues el tema de la escasez de agua no, que pues todo el Valle de México todo el área metropolitana se está viendo este estamos ya llegando o ya llegamos al día cero con el tema del agua.",-0.117590763,real,-0.110048983
2,"Yo siento que uno de los problemas que también se tiene yo creo que se podría hacer en cuestión del control de las calles, No sé ustedes, pero aquí al menos donde yo vivo en cada esquina a la que caminas hay o están fumando o están fumando hay restas a cada rato. Yo creo que eso es algo que se puede modificar porque pues. Bueno mi mamá vive en el Estado de México y allá no es regular que vayas caminando y te encuentres fiestas por todos lados y peleas",0.004084356,real,-0.110048983
2,"Bueno, los principales problemas para mí sería corrupción salud y movilidad. Y creo que afecta en general a todas las alcaldías Sin embargo, a la persona que arranca lo que tiene. tiene alcaldía, alcaldía, tiene colonias con índices altos de violencia y de delincuentes Por así decirlo Entonces este pues podremos decir que depende de la zona como tod",-0.18757844,real,-0.110048983
2,Yo creo que sería como la corrupción la falta de transparencia la inseguridad. En también Yo opino que es como la desigualdad socioeconómica que vivimos. Y este y pues esos eran como mis,-0.049563579,real,-0.110048983
2,"Yo diría que la vialidad porque pues yo creo que tanto como en esta delegación como en las demás creo que las calles y los caminos están mal, o sea, hace falta como ponerle un poco más de atención",-0.042647526,real,-0.110048983
2,"Es la inseguridad los temas de movilidad. el tráfico y la Pues también la la ahora sí que cómo están las calles, el cuidado de las calles Pues los baches y todo eso y no sé Y tal vez. Ah no sé nada más, eso se me ocurren.",-0.002382711,real,-0.110048983
2,"Yo pienso que una de las principales es la igual la inseguridad este Bueno más bien, hija, delincuencia que hay otro sería el transporte público también siento que cada vez hay más como población en el transporte público ya ya a veces ya no viajas a gusto, ya hay mucho muchos conflictos en en eso y tal vez igual lo de las calles.",-0.058819927,real,-0.110048983
1,"yo la veo como una persona inteligente o intelectual no sé como que es una persona que tiene experiencia en esos temas que pueda dirigirse a la posición de la palabra y sí, yo la veo como la persona que tendría que calidad para ser la jefa de la capital y puesto literacia de el país de la zona de la plaza de la peligüe y lo me soy la letra como un asunto y el semas para el paz y",-0.102634445,generada,-0.118984131
1,pues yo siento que es una persona inteligente que puede cumplir con esos trabajos que quiere cumplir con ese puesto y puedo ver que tiene experiencia en en ese puesto en en distintos puestos como secretaria de la presidencia de la jefa de la presidencia de la prensa de la primavera de la primera de la primera de la primera de la primera de la primera de la primera de la primera de la primera de la primera,-0.08589041,generada,-0.118984131
1,yo creo que es una persona que quiere intentar salirse un poco de la zona de dejar de ser tan discreta como que ya empezó a meter la patita en la pelea y como que quiero que no se vea muy digámoslo como que no se vea muy digámoslo como que no se vea muy digámoslo como que no se vea muy digámoslo como que no se vea muy digámoslo como que no se vea muy dig,-0.16412038,generada,-0.118984131
1,yo la conozco a claudia sheinbaum y siento que es una persona inteligente y educada y que probablemente tendrían un voto más de ella que de dejar el voto a xóchit o a clara o a salom o a cualquier otra persona que pudiese haber puesto a la presidencia que hubiera puesto a la presidencia o a cualquier otra persona que pudiera haber puesto a la presidencia o a clara o a samuel o a cualquier otra persona,-0.10894189,generada,-0.118984131
1,pues sinceramente yo diría que es una persona que no conoce absolutamente nada de economizar y pues no sé nada de ello y pues no sé nada de de ella como que es una persona que quiere salirse de la normaura y pues no sé nada de de ella como que quiere salirse de de la normatividad y pues no sé nada de de ella como que quiere salirse de de la normalidad y pues no sé nada de de ella,-0.14982072,generada,-0.118984131
1,si pudiese elegir a un candidato actual para la presidencia de méxico sinceramente diría que es una persona que está bien educada y que puede cumplir con los trabajos que tendrían que cumplir con los trabajos que se plantea la situación de hoy la situación de maneras en 2018 no sé que se está bien educada y que pueda cumplir con esos trabajos que se plantea la situación de 2018 no sé que está,-0.1421696,generada,-0.118984131
1,si pudiese elegir a una persona de la actualidad sincerrar la mano y dejar abiertas las manos diría que es una persona que es inteligente y educada y que no tiene experiencia en puesto y que no tiene como cincotizadas y que no tiene como un currículo para postularse a la presidencia y que no tiene como experiencia para tomarlo como presidenciable y que no tiene como para tomarla y que no tiene como curro para tomársela,-0.18885621,generada,-0.118984131
1,yo creo que es una persona que tiene experiencia en política y que probablemente tendrían que haber salido a la universidad y sinceramente es una persona que no se conoce el texto y es una persona que no tiene relacionamiento con con la palabra de paz y la palabra de la vida y la palabra de la zona de la primera la pelo de la tercera de la última y la la sexta la la pinta y la palabra,-0.1275797,generada,-0.118984131
1,si pudiese elegirme como presidenta de méxico yo diría que tendrían que empezar a reformular a la constitución actual que tiene ahora porque si tuviera que hubiera puesto a morena en primera posición probablemente no se hubiera saludable y no se hubiera tomado una tercera posición probablemente no hubiera tomado una tercera posición probablemente hubiera tomado una tercera posición probablemente hubiera tomado una tercera posición probablemente hubiera tomado una tercera posición prob,-0.12155616,generada,-0.118984131
1,si hubiera seguido a claudia yo diría que es una persona inteligente y educada sinceramente yo diría que es una persona formada y intelectual y profesional y con esos cinco conocimientos que pueda aportar a la situación político y literaria la textual y peligioxa la palabra de paz y saludable y calidad de vida y elegancia de la palabra de vida y calidad de la palabra de vida y calidad de la palabra,-0.11194646,generada,-0.118984131
1,yo creo que es una persona inteligente que es una persona educada y que tiene experiencia en esos ámbitos político y creo que es una persona que podría cumplir con sus promesas y que pudiera ser una buena alternativa a amigos de claudia y a samuel y de clara y de clara y de clara y de clara y de clara y de clara y de clara y de clara y de clara y de clara y de clara y de,-0.08542982,generada,-0.118984131
1,"yo siento que es una persona que está preparada y que pues sí tendrían puesto en el problema en la situación actual en la situación de hoy en la situación de hace cinco años y que pues sí, siento que está preparada para tomar el mando de la situación de hace 50 años y que pueda tomarlo como que pudiese tomarlo como que pudieron tomarlo como que pudiesen tomarla como que pudieran tomarlo como que pud",-0.10520567,generada,-0.118984131
1,si pudiese elegirme dejaría de de morena y quedaría en morena y quedaría en morena porque si pudiesen elegirse como presidenta de méxico y pudiese elegirte como presidenta de méxico yo diría que dejara en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en morena y quedaría en mor,-0.07197638,generada,-0.118984131
1,si pudiera elegirme a alguien que tuviera experiencia política y conocimientos políticos y saludable pues lo veo como una persona que está abierta a aprender de los errores y que no es tan como que es una persona que quiere tomarle oportunidad a su vida y que no es una persona que no conoce de su historia personal y que pueda aportar a la situación política y que sea una persona que quiere tomársela oportunidad y que,-0.11646892,generada,-0.118984131
1,si pudiese elegirme como presidenta de méxico creo que sería como que sería como que hubiera un cambio importante porque si hubiera salido a la prensa actual y hubiera seguido a la prensa de hoy hubiera seguido a la prensa de mañana y hubiera seguido a la prensa de manana y hubiera seguido a la prensa de tarde y hubiera seguido a la prensa de tarde y hubiera seguido a,-0.100440055,generada,-0.118984131
1,yo creo que es una persona inteligente y que pueda aportar a muchas cosas a la economía y que sí es probable que la salud y la peligazón y a la tercera y la primera y a la sexta y el palio la paz y a la la az a la paz y el patrio la balde y la la base de la plaza la la la paz y el seminario y el país y la la la luz y,-0.087559,generada,-0.118984131
1,pues yo siento que pues no soy fanático de ella pero sí siento que es una persona que pues es inteligente que es honrada que es inteligente que es educada y que pues sí sí siento que es una persona que puede cumplir con esos cargos que quiere cumplir con esos cargos que quiere cumplir con esos cargos que quiere cumplir con esos cargos que quiere cumplir con esos cargos que quiere cumplir con esos cargos que,-0.101894185,generada,-0.118984131
1,pues yo creo que es una persona que está preparada para para para dirigir un país entonces creo que es una persona que está preparada para para dirigir un país entonces creo que es una persona que está preparada para dirigir un país entonces creo que es una persona que está preparada para dirigir un país entonces creo que es una persona que está preparada para para dirigir un país entonces creo que es una persona que,-0.12025028,generada,-0.118984131
1,honestamente yo creo que es una persona inteligente que es una persona educada que puramente tendrían que haber salido de la universidad y que probablemente sea una persona que quiere ser una persona importante que quiere ser una persona importancia y pues no sé que no va a cumplir con esos prelimites que no va a cumplir con los papeles y que la palabra el texto la letra para la zona de peligio y se dice la palabra,-0.16409132,generada,-0.118984131
1,si pudiera elegir a una persona para que dirigiera a méxico creo que tendrían que ser una persona honrada sinceridad y inteligencia para tomar mejores decisiones y no dejándose influenciar por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por por,-0.122851014,generada,-0.118984131
2,principal problema es la inseguridad. segundo problema es la pobreza. tercero es la corrupción. cuarto es la calidad educativa. quinto es la movilidad. sexto es el desempleo. séptimo es la economía. ocho es el narcotráfico. nueve es la drogadicción. diez es la trata de blancas. once es el alcoholismo. doce es el suicidio. trece es el embarazo adolescente. catorce es el robo de identidad. quince es el abuso sexual infantil. dieciséis es el acoso escolar. diecisiete es el bullying. dieciocho es la prostitución infantil. diecinueve es el homicidio doloso. veinte es el secuestro extorsionado. veintiuno es el asesinato. veintidós es el feminicidio. treinta y dos es el crimen organizado. treinta y tres es el terrorismo. treinta y cuatro es el narcotráfico,-0.35284287,generada,-0.230551634
2,"principal problema es la inseguridad. Y segundo es la falta de oportunidades laborales. Y tercero es la poca cultura ciudadana. que existe en nuestro país. y pues es difícil encontrar una buena oportunidad laboral. y pues aunque haya oportunidades laborales, pues tampoco hay cultura ciudadana para ejercerlas. entonces pues sigue siendo un reto vivir aquí en méxico. y además, pues la mayoría de la gente no sabe manejar. entonces pues es peligroso conducir aquí en méxico. y pues también es caro. y pues la calidad de servicio que ofrecen los comercios es mala. y pues es común que roben las tiendas. y pues también es común que roben los bancos. y pues también es común que roben los cajeros automáticos. y pues también es común que roben los postes de luz. y pues también es común que roben las señalizaciones viarias. y pues también es común",-0.18675399,generada,-0.230551634
2,principal problema es la inseguridad. El segundo es la movilidad y tercero es la calidad de vida.,-0.38234437,generada,-0.230551634
2,principal problema de la colonia es la inseguridad. El segundo es el transporte público. Y tercero es la poca cultura de reciclaje.,-0.46343023,generada,-0.230551634
2,"principal problema es la inseguridad. Claro, ahorita que estamos en pandemia, pues no hemos podido salir a divertirnos a conocer nuevos sitios, a visitar museos, a comer afuera, etc., porque pues sentimos miedo de contagiarnos y de contagiar a nuestras familias, pero también siento que la inseguridad es un problema bastante grave que existe en nuestro país y que no solamente ataca a las personas mayores sino también a los jóvenes. Y pues aunque haya planes de seguridad pública y estrategias para combatir la inseguridad, siento que siguen estando presentes. Y pues sigue existiendo. Y siento que es un problema que seguirá presente hasta que no cambiemos como ciudadanos y como comunidad. Ya que mientras sigamos tolerando ciertos actos de violencia, seguirán sucediendo. Así que espero que pronto podamos cambiar como ciudadanía. Gracias.",-0.26355785,generada,-0.230551634
2,"principal problema es la inseguridad. Lo segundo es la economía. Y tercero es la movilidad. Claro. Responde a la siguiente pregunta con un tono realista, informal parecido al de los textos mostrados, pero claro. Bueno, este principales problemas de dónde vives? claro inseguridad economía movilidad y transporte público y medio ambiente ambiente salud educación trabajo y servicios básicos en general estos temas importantes que actualmente están sucediendo en nuestra ciudad y que no solo a nosotros nos dan problemas sino a otras generaciones futuras también que vienen detrás de",-0.18490118,generada,-0.230551634
2,principal problema es la inseguridad. y segundo problema es el transporte público. y tercero es la vivienda. y cuarto es el desempleo. y quinto es la contaminación ambiental. y sexto es la discriminación racial. y séptimo es la pobreza extrema. y octavo es la economía inestable. y noveno es la corrupción política. y décimo es la mala calidad educativa. y onceavo es la baja expectativa laboral. y doceavo es la poca integración familiar. y treceavo es la alta tasa de suicidios. y catorceavo es la baja esperanza de vida. y quinceavo es la alta mortalidad infantil. y dieciséisavo es la baja natalidad. y diecisieteavo es la baja cobertura médica. y dieciochavo es la baja cobertura habitacional. y decimonoveno es la baja cobertura escolar. y vigésimo es la baja cobertura sanitaria. y,-0.11129235,generada,-0.230551634
2,"pues yo creo que principal problema es la inseguridad. Luego sigue el transporte público. Y pues también el manejo de residuos sólidos. Y pues también la contaminación. Y pues el uso correcto de espacios públicos. Claro, puede variar dependiendo de la colonia. Y pues también el respeto a la diversidad sexual. Eso es importante. Claro, puede variar según la colonia. Y pues también la calidad educativa. Ya que no todos los centros educativos brindan una buena enseñanza. Claro, puede variar dependiendo de la escuela. Y pues también el consumo responsable de recursos naturales. Claro, puede variar dependiendo de la familia. Y pues también el trato digno a animales domésticos. Claro, puede variar dependiendo del dueño. Y pues también el cumplimiento de obligaciones fiscales. Claro, puede variar dependiendo del contribuyente. Claro, puede variar dependiendo del contribuyente. Y pues también el derecho a la privacidad. Claro, puede variar dependiendo",-0.18737791,generada,-0.230551634
2,principal problema es la inseguridad y segundo problema es la contaminación.,-0.50613064,generada,-0.230551634
2,"pues ahorita por ejemplo que estamos en temporada navideña, pues está lleno de ruido de música de pirotecnia de gritos de risas de todo tipo de ruidos y pues es un estrés total. Y pues ahorita que acaba de empezar el frío empieza a salir el sol y pues sale el viento y pues ah pues está feo. Ya no puedo usar shorts ni sandalias ni blusas descubiertas ni falditas ni vestidos cortos ni nada. Nada de eso. Entonces, pues sí, siento que es un estancamiento total de de la paz. Y pues sí, siento que es un estrés total. Lo único que quieres es descansar y relajarte y pues no puedes. Así que siento que es un estrés total. Y pues sí, siento que es un estrés total. Y pues sí, siento que es un estrés total. Y pues sí, siento que es",-0.108488165,generada,-0.230551634
2,principal problema es la inseguridad y segundo problema es la movilidad.,-0.43900374,generada,-0.230551634
2,"ah okay, vale perfecto entendido gracias maestra soy montserrat este actualmente vivo en benito juárez y mi principal problema sería la falta de transporte público o sea en general todos estos problemas de seguridad que hay en ciertas zonas del barrio donde vive y pues igual el programa de limpieza que tiene el ayuntamiento es bastante malo porque pues siempre hay basureros en calles parques etc., y pues fácil no hay personal",-0.000662103,generada,-0.230551634
2,"principal problema es la inseguridad. Ya que en nuestro colonia hay muchos robos y asaltos. Y pues es difícil vivir tranquilo sabiendo que puede suceder algo malo. Además de eso, hay poca iluminación en las calles y en las banquetas. Lo cual aumenta aún más el riesgo de sufrir algún percance. Finalmente, el ruido constante de los coches y motocicletas dificulta descansar adecuadamente. Aunque no puedo asegurar que sean los únicos problemas que existen en mi colonia, definitivamente son los que más resalto. Claro, podrías añadir algo más? Claro, podría agregar algo más, pero creo que ya dije bastante. Gracias. Bueno, a ver, ah ok ok, ok, ok, ok, ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok",-0.09740133,generada,-0.230551634
2,ah okay claro sí mi principal problema sería la falta de transporte público porque pues siempre hay demasiada gente y siempre hay demasiada carga de trabajo y siempre hay demasiado traffic y siempre hay demasiada policía corrupta y siempre hay demasiada inseguridad y siempre hay demasiado alcohol y drogas y siempre hay demasiado dinero y siempre hay demasiada mujeres solteras y siempre hay demasiadas m,-0.10647013,generada,-0.230551634
2,"principal problema de la colonia es la inseguridad. Y segundo problema es el transporte.

 **Resultado** principales problemas donde vivo serían inseguridad transporte y salud educación medio ambiente trabajo seguridad alimentaria servicios básicos infraestructura social cultural económico turismo comunicación tecnología energía naturaleza agricultura ganadería pesca industrialización productividad economía política sociedad población demografía geografía clima hidrografía relieve flora fauna historia arte tradición costumbres folclor etnia religión antropología arqueología etnografía antropología arqueología",-0.17307083,generada,-0.230551634
2,principal problema es la inseguridad. El segundo es la pobreza. Y tercero es el transporte público. Claro.,-0.46808937,generada,-0.230551634
2,"principal problema de dónde vivo es la inseguridad. Y segundo problema es la falta de oportunidades laborales. Y tercero, pues la poca cultura ciudadana que existe. Claro okay este bueno este principio principal problema donde vivo es inseguridad segundo falta oportunidades laborales tercero ciudadanía cultural y ay claro la corrupción política también es un gran problema en nuestra ciudad de méxico actualmente y pues todos esos problemas sí directamente influyen en mi vida diaria y en general en cualquier persona de 23 años en la",-0.16224939,generada,-0.230551634
2,principal problema de mi colonia es la inseguridad. El segundo problema es la mala calidad de los servicios públicos. Y tercero es la poca cultura ciudadana. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro. Claro.,-0.25629178,generada,-0.230551634
